X,Y,Theta,Range,Bearing,ATE_MSRE,Num_Landmarks
0.0025,0.0025,7.60772E-05,0.2601,0.007915068,1.823,185
0.01,0.01,0.000304309,0.25,0.007607716,3.275,179
0.0009,0.0009,2.73878E-05,0.25,0.007607716,16.967,194
0.0016,0.0016,4.86894E-05,0.25,0.007607716,6.021,178
0.0025,0.0025,7.60772E-05,0.25,0.007607716,3.776,188
0.0025,0.0025,7.60772E-05,0.25,0.007607716,3.776,188
0.0025,0.0025,7.60772E-05,0.2704,0.008387507,1.999,185
