X,Y,Theta,Range,Bearing,ATE_MSRE,Num_Landmarks
0.03807947176588889,0.0951207163345817,0.026019167591589856,0.6387926357773329,0.03459551647692579,1.5826247580504342,181
0.016443457513284063,0.006750277604651747,0.030468817979407606,0.6410035105688879,0.12612952560340618,13.955727609589308,181
0.0030378649352844423,0.09702107536403744,0.02935017259232563,0.29110519961044856,0.03887436749087057,24.28249477633766,241
0.01915704647548995,0.03111998205299424,0.019146911507692564,0.48875051677790415,0.05701426631494766,10.289014245591876,192
0.06157343657751557,0.01480989220455214,0.011433212669134583,0.4297256589643226,0.08434591327897721,3.238565270046051,196
0.07873242017790835,0.020767704433677616,0.018797988999171233,0.6331731119758383,0.01642841634827669,71.90400245612693,251
0.0611469403382424,0.017881888245041864,0.0039025217663890416,0.9539969835279999,0.16883450048881116,146.7209729857366,241
0.08103133746352965,0.0311567631481637,0.0049842592079041995,0.7158097238609412,0.08170669341285947,20.291816950465325,180
0.06658970615104422,0.0623157792876936,0.03020027569102718,0.6720480968906528,0.16611894129280982,2.0427899365646924,151
0.03019245876429937,0.09178437282310162,0.02105829784075976,0.6387508856245324,0.04578642699262833,1.3939386762162818,182
0.07858064147514557,0.0066027398290431855,0.015689322760800033,0.8343431699602408,0.17387488910884646,31.870087686163817,150
0.018061303341788144,0.09234938560069025,0.015771967656326193,0.7415603484392385,0.10508777414537818,2.162981486968546,162
0.036205949482343354,0.09432216845939854,0.02484002526791862,0.6387729176860449,0.03724753409584882,1.579184285527319,182
0.03334443392296366,0.001,0.0017453292519943296,0.7427684048160855,0.1594245559143722,23.758765974838575,233
0.09203442754647345,0.049172758044386394,0.03180989130244744,0.6839309071133461,0.10983008421984514,1.446374141833188,156
0.001216995950381957,0.09845769347981402,0.02617340780071412,0.7159240051870709,0.04505764346463115,53.86207335579186,288
0.03539804590045199,0.045775008173606704,0.009025182676360485,0.8369932161365728,0.04183363284223495,31.5231919437147,195
0.02474569963099073,0.038730406941703786,0.024116702097220218,0.18448832288465428,0.1657823231403534,2.1826295302245304,208
0.06199332600380877,0.08120144205851407,0.012784908108127251,0.7361723478652826,0.13767596406762111,1.7725598625903154,154
0.012548931238325137,0.09117098789603985,0.001842852330669629,0.5851551038953208,0.12037142185012097,34.27624924184495,208
0.01752093424069763,0.0927005793117304,0.008697372753289506,0.7853157610633472,0.13974373658682743,30.827605644125185,158
0.06411470805067081,0.08153480595872066,0.008414817297877995,0.24063434441777948,0.113488041134413,2.256893434626111,193
0.029885253116139633,0.1,0.030206702763870552,0.5800754031707441,0.05402035652262547,3.1691456322291653,178
0.09267247602792707,0.09556254201643867,0.022389379279636863,0.5509641177192635,0.0330346719652206,3.7688209470096936,186
0.0726936316825878,0.1,0.021878977809480882,0.6186998400349826,0.0957505215440129,2.3250488881468443,163
0.03815542512619554,0.08193931398612617,0.009907849002869002,0.3577367465026784,0.07939371254974292,1.4624345436851585,193
0.0044542785208708125,0.1,0.012722786122861105,0.7203948200485274,0.16180364012469442,55.82741847708353,200
0.07851280038310565,0.027528730408337178,0.03296223777811226,0.456468672400437,0.06809710576972981,58.615769995260905,199
0.037234275332354905,0.08684940602594293,0.006704193325371587,0.436933810195612,0.07400971592136255,1.5831577225709927,194
0.06274744530917017,0.07893212291410519,0.006705541106651695,0.5148261339209135,0.09566101346771794,2.9698634025936532,178
0.0641666789692828,0.04282445528632782,0.03490658503988659,0.5916459678879851,0.14557201442417303,3.9590357911991396,160
0.025962157551476163,0.04740353194883526,0.03490658503988659,0.4675886963956958,0.1312150663173072,3.6313986662437965,172
0.07615697394168584,0.05489614926756324,0.014562660923615115,0.9500316136878993,0.06130655238491693,1.7367710097827358,166
0.010362400494333292,0.025533036928241628,0.03490658503988659,0.5467896582356213,0.11206161098248213,39.09443250545362,172
0.07655902541635314,0.07324678024280686,0.03490658503988659,0.40354373166951407,0.1250330313825071,3.5698611836525984,173
0.006435725426199767,0.047915905428090565,0.0017453292519943296,0.39639538252072715,0.12681776414068832,155.7072663775869,267
0.08955214481509483,0.0823284205526259,0.02389767248017772,0.3960446774741506,0.059264078061929105,1.765093733621965,192
0.09051654465396801,0.09914655062988982,0.03490658503988659,0.458497311234083,0.09925443009997038,1.82489065569838,168
